#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2796686	43740574	5870	4383871	111808	GU280_gp08	-	ORF7b	RAB6A	SARS-CoV2 ORF7b|SARS-CoV-2 ORF7b|7b|NS7B_SARS2|PRO_0000449799	RAB6	Proximity Label-MS	physical	Samavarchi-Tehrani P (2020)	DOI:10.1101/2020.09.03.282103	2697049	9606	High Throughput	11.54	-	BioID|SAINTexpress (v.3.6.1) was used to identify viral-host proximity interactions and those with an FDR =< 0.01 were considered high confidence. Control-subtracted and length-adjusted spectral counts (CLSC) were calculated and the top viral-host protein interactions are represented by a higher CLSC score.	-	BIOGRID	P0DTD8	-	YP_009725318	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2801783	-	5870	4383869	111808	-	-	ORF3b	RAB6A	SARS-CoV2 ORF3b|SARS-CoV-2 ORF3b|3b	RAB6	Proximity Label-MS	physical	Laurent E (2020)	DOI:10.1101/2020.08.28.272955	2697049	9606	High Throughput	-	-	BioID|To facilitate data interpretation, an arbitrary filter was used to filter out human prey proteins connected to 8 or more viral bait proteins. High confidence interactors had an FDR < 0.01 and were detected by 7 or fewer viral bait proteins.	-	BIOGRID	-	-	-	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2802185	43740573	5870	4383872	111808	GU280_gp07	-	ORF7a	RAB6A	SARS-CoV2 ORF7a|SARS-CoV-2 ORF7a|Protein 7a|7a|NS7A_SARS2|PRO_0000449654	RAB6	Proximity Label-MS	physical	Laurent E (2020)	DOI:10.1101/2020.08.28.272955	2697049	9606	High Throughput	-	-	BioID|To facilitate data interpretation, an arbitrary filter was used to filter out human prey proteins connected to 8 or more viral bait proteins. High confidence interactors had an FDR < 0.01 and were detected by 7 or fewer viral bait proteins.	-	BIOGRID	P0DTC7	-	YP_009724395	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
2832528	9493	5870	114873	111808	-	-	KIF23	RAB6A	CHO1|KNSL5|MKLP-1|MKLP1	RAB6	Affinity Capture-MS	physical	Capalbo L (2019)	PUBMED:31586073	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q02241	-	NP_001354734|NP_612565|NP_001268230|NP_001354733|NP_004847	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2844888	4952	5870	111006	111808	RP3-454M7.1	-	OCRL	RAB6A	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	RAB6	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	9606	9606	High Throughput	5.385164807	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the gold list	-	BIOGRID	Q01968	-	NP_001305713|NP_000267|NP_001578	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2846077	16330	5870	200768	111808	RP23-168M5.1	-	Inpp5b	RAB6A	5PTase|AW260155|INPP5P	RAB6	Affinity Capture-MS	physical	Mueller PM (2020)	PUBMED:32203420	10090	9606	High Throughput	3.641210528	-	prey proteins were classified into confidence-level categories of gold (highest confidence), silver or bronze based on various criteria|tagged bait proteins were affinity purified and associated proteins identified by mass spectrometry|the score provided is the CompPASS Z-score|this interaction was classified by the authors as being in the bronze list	-	BIOGRID	Q8K337	-	NP_032411	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Mus musculus	Homo sapiens
2880147	26994	5870	117941	111808	CGI-123	-	RNF11	RAB6A	SID1669	RAB6	Affinity Capture-MS	physical	Mattioni A (2020)	PUBMED:31985874	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y3C5	-	NP_055187	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2880950	76072	5870	217945	111808	RP24-189G18.1	-	Rnf183	RAB6A	5830442J12Rik	RAB6	Proximity Label-MS	physical	Okamoto T (2020)	PUBMED:31732153	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q8QZS5	-	NP_705724	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Mus musculus	Homo sapiens
2889395	4864	5870	110925	111808	-	-	NPC1	RAB6A	NPC	RAB6	Affinity Capture-MS	physical	van den Boomen DJH (2020)	PUBMED:33144569	9606	9606	High Throughput	-	-	-	-	BIOGRID	O15118	-	NP_000262	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2904500	10134	5870	115437	111808	-	-	BCAP31	RAB6A	6C6-AG|BAP31|CDM|DDCH|DXS1357E	RAB6	Affinity Capture-MS	physical	Fu W (2019)	PUBMED:31588230	9606	9606	High Throughput	-	-	-	-	BIOGRID	P51572	-	NP_001243376|NP_005736|NP_001132929|NP_001132913	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932915	2908	5870	109165	111808	-	-	NR3C1	RAB6A	GCCR|GCR|GCRST|GR|GRL	RAB6	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2934097	3783709	5870	971751	111808	-	-	BKRF1	RAB6A	-	RAB6	Affinity Capture-MS	physical	Wang Y (2020)	PUBMED:32176739	10376	9606	High Throughput	-	-	-	-	BIOGRID	P03211	-	YP_401677	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Human Herpesvirus 4	Homo sapiens
2970231	5366	5870	111379	111808	-	-	PMAIP1	RAB6A	APR|NOXA	RAB6	Affinity Capture-MS	physical	Albert MC (2020)	PUBMED:32913203	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13794	-	NP_066950|NP_001369544	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2978698	8165	5870	113818	111808	-	-	AKAP1	RAB6A	AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	160.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q92667	B4DN86	NP_001357353|NP_001357352|NP_001357356|NP_001357355|NP_001357354|NP_001229831|NP_001229832|NP_003479	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2980620	27087	5870	117990	111808	-	-	B3GAT1	RAB6A	CD57|GLCATP|GLCUATP|HNK1|LEU7|NK-1|NK1	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	120.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9P2W7	-	NP_473366|NP_061114	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2987242	60481	5870	121914	111808	RP3-483K16.1	-	ELOVL5	RAB6A	HELO1|SCA38|dJ483K16.1	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	85.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9NYP7	A0A024RD35	NP_001229760|NP_001229759|NP_001288785|NP_068586|NP_001229757	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2987881	57222	5870	121458	111808	HT034	-	ERGIC1	RAB6A	ERGIC-32|ERGIC32|NET24	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	50.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q969X5	-	NP_001026881	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2989343	125111	5870	125915	111808	-	-	GJD3	RAB6A	CX31.9|Cx30.2|GJA11|GJC1	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	30.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q8N144	-	NP_689343	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2990919	80270	5870	123208	111808	-	-	HSD3B7	RAB6A	CBAS1|PFIC4|SDR11E3	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	75.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9H2F3	-	NP_001136250|NP_079469|NP_001136249	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2992578	3916	5870	110110	111808	-	-	LAMP1	RAB6A	CD107a|LAMPA|LGP120	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	5.33	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P11279	A0A024RDY3	NP_005552	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2992822	3920	5870	110114	111808	-	-	LAMP2	RAB6A	CD107b|LAMP-2|LAMPB|LGP110	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	180.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P13473	-	NP_001116078|NP_002285|NP_054701	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2993221	27074	5870	117983	111808	-	-	LAMP3	RAB6A	CD208|DC LAMP|DC-LAMP|DCLAMP|LAMP|LAMP-3|TSC403	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	185.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9UQV4	-	NP_055213	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2996256	4082	5870	110257	111808	-	-	MARCKS	RAB6A	80K-L|MACS|PKCSL|PRKCSL	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	50.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P29966	-	NP_002347	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2996551	25840	5870	117366	111808	PRO0066	-	METTL7A	RAB6A	AAM-B	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	120.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9H8H3	A0A024R118	NP_054752	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3000606	5827	5870	111785	111808	-	-	PXMP2	RAB6A	PMP22	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	40.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	Q9NR77	-	NP_061133	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3001053	8766	5870	114299	111808	-	-	RAB11A	RAB6A	YL8	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	50.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P62491	A0A024R5Z8	NP_004654|NP_001193765	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3001428	5862	5870	111800	111808	-	-	RAB2A	RAB6A	LHX|RAB2	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	220.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P61019	A0A024R7V6	NP_002856|NP_001229573	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3002157	5865	5870	111803	111808	-	-	RAB3B	RAB6A	-	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	505.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P20337	-	NP_002858	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3003116	5878	5870	111816	111808	-	-	RAB5C	RAB6A	L1880|RAB5CL|RAB5L|RABL	RAB6	Proximity Label-MS	physical	Go CD (2021)	PUBMED:34079125	9606	9606	High Throughput	145.0	-	BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.	-	BIOGRID	P51148	A0A024R1U4	NP_001238968|NP_004574|NP_958842	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3017122	51343	5870	119489	111808	-	-	FZR1	RAB6A	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	RAB6	Affinity Capture-MS	physical	Franks JL (2020)	PUBMED:33306668	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UM11	-	NP_057347|NP_001129669|NP_001129670	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3048263	2664	5870	108932	111808	XX-FW81657B9.1	-	GDI1	RAB6A	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	RAB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999974051	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999974051, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.999452753, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P31150	-	NP_001484	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3075361	51560	5870	119610	111808	-	-	RAB6B	RAB6A	-	RAB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.99999927	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.99999927, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|BioPlex HCT HCT116 cells CompPASS score = 0.99999987, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9NRW1	-	NP_057661|NP_001350882	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3088142	4952	5870	111006	111808	RP3-454M7.1	-	OCRL	RAB6A	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	RAB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.796482892	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.796482892, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q01968	-	NP_001305713|NP_000267|NP_001578	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3104338	366	5870	106861	111808	-	-	AQP9	RAB6A	AQP-9|HsT17287|SSC1	RAB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.932962821	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.932962821, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O43315	-	NP_066190	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3197906	221322	5870	128710	111808	RP1-310J6.1	-	TBC1D32	RAB6A	BROMI|C6orf170|C6orf171|bA301B7.2|bA57L9.1|dJ310J6.1	RAB6	Proximity Label-MS	physical	Hietamaeki J (2020)	PUBMED:32060556	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96NH3	-	NP_689943	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3206478	8829	5870	114356	111808	RP11-342D11.1	-	NRP1	RAB6A	BDCA4|CD304|NP1|NRP|VEGF165R	RAB6	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	1.0	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	O14786	Q59F20|Q6AWA9|Q68DN3|E9PEP6|A8K9V7	NP_001316997|NP_003864|NP_001231901|NP_001231902|NP_001019799|NP_001019800	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3207630	682	5870	107147	111808	UNQ6505/PRO21383	-	BSG	RAB6A	5F7|CD147|EMMPRIN|M6|OK|TCSF	RAB6	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	1.0	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P35613	Q54A51	NP_940991|NP_940993|NP_940992|NP_001309172|NP_001719	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3208157	59272	5870	121864	111808	UNQ868/PRO1885	-	ACE2	RAB6A	ACEH	RAB6	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	1.0	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	Q9BYF1	-	NP_068576	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3208272	56649	5870	121163	111808	UNQ776/PRO1570	-	TMPRSS4	RAB6A	CAPH2|MT-SP2|TMPRSS3	RAB6	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	9606	9606	High Throughput	0.99	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	Q9NRS4	B7Z8X1|B7Z458|B7Z900	NP_001077416|NP_001167022|NP_001167023|NP_063947|NP_001277023|NP_001277025	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3208640	43740571	5870	4383846	111808	GU280_gp05	-	M	RAB6A	mem|membrane|SARS-CoV2 M|M protein|SARS-CoV-2 M|VME1_SARS2|PRO_0000449652	RAB6	Affinity Capture-MS	physical	Liu X (2021)	PUBMED:34709727	2697049	9606	High Throughput	1.0	-	High confidence interactions are assigned based on their statistical filtering score (BFDR =< 0.01) and further refined using the CRAPome contaminant repository.|The associated score is the original published SAINT score determined by the authors using Significance Analysis of INTeractome (SAINT) express version 3.6.0.	-	BIOGRID	P0DTC5	-	YP_009724393	P20340	A0A024R5H8|A0A024R5J5|Q53ET8	NP_001230648|NP_002860|NP_001230647|NP_942599	-	-	-	-	-	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
